NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
JAMAICA HILLS,01 ONE FAMILY DWELLINGS,1,9792,50,A5,1,0,1,"2,000","1,280",1935,1,A5,"672,000",12/15/2023
JAMAICA HILLS,01 ONE FAMILY DWELLINGS,1,9854,44,A1,1,0,1,"4,000","1,895",1920,1,A1,0,11/25/2023
JAMAICA HILLS,01 ONE FAMILY DWELLINGS,1,9855,18,A1,1,0,1,"3,200","1,720",1920,1,A1,"912,000",8/10/2023
JAMAICA HILLS,01 ONE FAMILY DWELLINGS,1,9861,44,A1,1,0,1,"3,000","1,356",1925,1,A1,0,1/30/2023
JAMAICA HILLS,01 ONE FAMILY DWELLINGS,1,9863,117,A1,1,0,1,"6,000","2,000",1930,1,A1,"1,245,000",12/11/2023
JAMAICA HILLS,01 ONE FAMILY DWELLINGS,1,9871,52,A1,1,0,1,"4,625","2,327",1950,1,A1,0,9/26/2023
JAMAICA HILLS,01 ONE FAMILY DWELLINGS,1,9873,46,A1,1,0,1,"4,000","1,468",1925,1,A1,"835,000",4/18/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,6718,185,B3,2,0,2,"1,942","1,216",1945,1,B3,0,8/31/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,6862,321,B3,2,0,2,"2,886","1,630",1935,1,B3,0,2/8/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,6862,321,B3,2,0,2,"2,886","1,630",1935,1,B3,"750,000",9/7/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,6862,408,B1,2,0,2,"3,000","2,048",1945,1,B1,0,2/2/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,6863,351,B3,2,0,2,"2,508","2,000",1940,1,B3,0,9/23/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,6865,417,B1,2,0,2,"2,706","1,640",1955,1,B1,"837,000",5/23/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9707,52,B2,2,0,2,"5,042","3,454",1920,1,B2,"1,190,000",9/1/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9727,66,B3,2,0,2,"4,000","2,119",1920,1,B3,0,4/19/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9727,66,B3,2,0,2,"4,000","2,119",1920,1,B3,"765,167",1/11/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9733,29,B2,2,0,2,"4,000","1,728",1930,1,B2,0,8/15/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9733,48,B1,2,0,2,"4,000","2,300",1955,1,B1,0,5/21/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9735,5,B3,2,0,2,"5,610","2,467",1910,1,B3,0,12/11/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9735,31,B3,2,0,2,"3,300","1,656",1925,1,B3,"999,900",3/24/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9746,11,B1,2,0,2,"5,000","2,620",1955,1,B1,0,6/13/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9748,37,B2,2,0,2,"4,000","1,480",1925,1,B2,"950,000",1/31/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9775,12,B3,2,0,2,"3,880","1,803",1920,1,B3,"998,000",9/14/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9776,56,B1,2,0,2,"4,440","2,500",1935,1,B1,"1,250,000",10/10/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9783,22,B2,2,0,2,"4,000","2,399",1930,1,B2,0,3/3/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9784,36,B2,2,0,2,"3,500","2,490",1930,1,B2,"1,100,000",7/21/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9785,5,B3,2,0,2,"4,969","1,749",1930,1,B3,0,5/25/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9786,47,B2,2,0,2,"5,280","3,867",1930,1,B2,0,4/27/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9788,29,B2,2,0,2,"4,720","3,198",1935,1,B2,"1,125,000",2/10/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9789,40,B1,2,0,2,"3,300","3,000",1930,1,B1,"1,200,000",2/9/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9789,42,B1,2,0,2,"2,600","2,345",1940,1,B1,0,7/31/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9791,41,B3,2,0,2,"4,720","1,532",1930,1,B3,10,11/12/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9791,43,B2,2,0,2,"4,680","2,193",1930,1,B2,0,2/13/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9847,15,B1,2,0,2,"2,900","2,415",1955,1,B1,0,8/16/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9849,124,B3,2,0,2,"4,920","2,904",1925,1,B3,0,6/13/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9849,124,B3,2,0,2,"4,920","2,904",1925,1,B3,0,4/25/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9850,57,B1,2,0,2,"2,000","1,920",1985,1,B1,0,6/29/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9854,4,S2,2,1,3,"2,200","2,800",1931,1,S2,0,7/3/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9854,11,B2,2,0,2,"3,900","2,498",1920,1,B2,0,2/17/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9861,34,B1,2,0,2,"4,000","2,268",1935,1,B1,0,6/29/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9861,36,B3,2,0,2,"4,000","2,367",1935,1,B3,0,6/29/2023
JAMAICA HILLS,02 TWO FAMILY DWELLINGS,1,9874,3,B1,2,0,2,"2,998","2,194",1970,1,B1,"999,999",4/4/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9735,10,C0,3,0,3,"1,298","2,698",1960,1,C0,0,1/27/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9779,39,C0,3,0,3,"4,000","3,325",1920,1,C0,"1,176,301",1/27/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9847,60,C0,3,0,3,"3,066","2,470",1931,1,C0,0,7/27/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9850,159,C0,3,0,3,"3,000","2,964",1985,1,C0,0,7/7/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9851,57,C0,3,0,3,"2,900","3,328",1970,1,C0,"1,550,000",10/25/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9852,46,C0,3,0,3,"3,500","4,125",2002,1,C0,0,3/24/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9852,47,C0,3,0,3,"3,500","4,125",2002,1,C0,0,3/24/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9858,65,C0,3,0,3,"3,565","3,265",1960,1,C0,0,10/20/2023
JAMAICA HILLS,03 THREE FAMILY DWELLINGS,1,9860,38,C0,3,0,3,"3,100","3,120",1985,1,C0,0,1/4/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9859,88,D4,,,,,,1939,2,D4,"260,000",8/16/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9859,88,D4,,,,,,1939,2,D4,"158,000",8/29/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9859,88,D4,,,,,,1939,2,D4,"214,000",12/13/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9859,88,D4,,,,,,1939,2,D4,0,4/27/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9859,88,D4,,,,,,1939,2,D4,"330,000",6/26/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9860,40,D4,,,,,,1955,2,D4,"320,000",1/30/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9860,40,D4,,,,,,1955,2,D4,"290,000",2/2/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9860,40,D4,,,,,,1955,2,D4,"170,000",9/21/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9860,40,D4,,,,,,1955,2,D4,"145,000",12/14/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9860,40,D4,,,,,,1955,2,D4,"100,000",1/30/2023
JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS,2,9860,40,D4,,,,,,1955,2,D4,"190,000",2/28/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3317,33,A3,1,0,1,"13,653","3,667",1920,1,A3,0,2/21/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3323,42,A3,1,0,1,"9,975","3,354",1925,1,A3,0,8/22/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3325,1,A3,1,0,1,"8,638","3,272",1920,1,A3,0,10/6/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3326,1,A1,1,0,1,"6,500","2,191",1920,1,A1,"1,450,000",10/18/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3328,39,A3,1,0,1,"6,000","3,159",1930,1,A3,"1,728,000",11/15/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3336,75,A3,1,0,1,"7,500","3,270",1915,1,A3,"1,700,000",9/26/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3348,75,S1,1,1,2,"7,000","3,236",1915,1,S1,0,3/24/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3349,59,A3,1,0,1,"6,000","2,665",1920,1,A3,"1,450,000",7/18/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3349,63,A3,1,0,1,"5,500","2,833",1920,1,A3,"1,340,000",9/11/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3350,4,A1,1,0,1,"7,500","2,350",1930,1,A1,"1,455,000",11/28/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3351,38,A1,1,0,1,"5,512","5,775",1998,1,A1,0,1/6/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3352,18,A3,1,0,1,"6,000","2,877",1920,1,A3,10,2/5/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3352,27,A3,1,0,1,"6,000","2,744",1920,1,A3,"1,360,000",10/17/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3352,32,A1,1,0,1,"5,000","2,128",1910,1,A1,"1,460,000",7/18/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3352,57,A3,1,0,1,"5,629","2,056",1925,1,A3,0,2/10/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3353,27,A3,1,0,1,"6,500","3,495",1920,1,A3,"1,520,000",6/15/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9209,25,A1,1,0,1,"8,500","2,680",1940,1,A1,"1,380,000",3/14/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9209,80,A1,1,0,1,"6,438","3,700",1930,1,A1,0,1/31/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9232,29,A1,1,0,1,"4,400","1,623",1920,1,A1,"990,000",3/30/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9232,29,A1,1,0,1,"4,400","1,623",1920,1,A1,0,6/16/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9233,113,A1,1,0,1,"4,400","1,550",1940,1,A1,"810,000",10/27/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9234,53,A1,1,0,1,"4,000","2,347",1925,1,A1,"1,277,000",12/28/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9236,9,A1,1,0,1,"6,570","2,202",1920,1,A1,"995,000",3/28/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9236,21,A1,1,0,1,"3,360","1,828",1920,1,A1,0,3/16/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9238,33,A1,1,0,1,"5,000","2,188",1920,1,A1,"800,000",9/15/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9242,461,A3,1,0,1,"14,525","3,918",1920,1,A3,"1,900,000",4/20/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9243,196,A1,1,0,1,"2,492","1,216",1920,1,A1,"745,000",7/14/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9243,197,A1,1,0,1,"2,492","1,216",1920,1,A1,0,3/3/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9245,107,A5,1,0,1,"1,248","1,024",1940,1,A5,0,1/31/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9245,107,A5,1,0,1,"1,248","1,024",1940,1,A5,"658,000",8/8/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9245,109,A5,1,0,1,"1,216","1,024",1940,1,A5,"560,000",6/29/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9248,94,A1,1,0,1,"2,000","1,120",1925,1,A1,0,7/28/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9250,40,A1,1,0,1,"2,500","1,412",1915,1,A1,0,1/25/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9266,16,A1,1,0,1,"3,325","2,289",1910,1,A1,0,10/16/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9267,19,A1,1,0,1,"2,358","1,376",1930,1,A1,0,3/18/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9269,7,A1,1,0,1,"1,800","1,312",1930,1,A1,"630,000",7/31/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9271,15,A2,1,0,1,"2,500","1,542",1940,1,A2,0,1/25/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9271,50,A5,1,0,1,"1,500","1,368",1950,1,A5,0,4/26/2023
KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9631,89,A5,1,0,1,"1,520","1,344",1930,1,A5,"641,000",7/17/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9236,14,B3,2,0,2,"5,650","2,166",1910,1,B3,"1,520,000",10/3/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9238,28,B3,2,0,2,"2,242","1,248",1920,1,B3,"710,000",4/3/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9238,44,B3,2,0,2,"5,000","2,040",1920,1,B3,"1,100,000",6/12/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9249,97,B1,2,0,2,"2,455","2,240",1931,1,B1,"300,000",10/17/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9250,94,B3,2,0,2,"1,275","1,464",1915,1,B3,"715,000",5/9/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9251,58,B2,2,0,2,"2,875","2,200",1915,1,B2,0,12/7/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9266,13,B3,2,0,2,"3,230","2,201",1910,1,B3,"860,000",8/22/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9268,25,B3,2,0,2,"2,700","2,649",1930,1,B3,"960,500",8/17/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9270,15,B2,2,0,2,"2,576","2,096",1930,1,B2,0,8/7/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9271,14,B1,2,0,2,"3,000","1,832",1940,1,B1,"250,000",9/25/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9271,42,B2,2,0,2,"2,100","2,108",1925,1,B2,"210,000",1/5/2023
KEW GARDENS,02 TWO FAMILY DWELLINGS,1,9617,9,B1,2,0,2,"2,793","2,090",1920,1,B1,"1,025,000",11/14/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,3322,131,C0,3,0,3,"2,450","3,160",1970,1,C0,0,3/4/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,3322,132,C0,3,0,3,"2,235","3,280",1970,1,C0,0,3/4/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,3322,133,C0,3,0,3,"4,181","3,280",1970,1,C0,0,3/4/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,3355,118,C0,3,0,3,"2,000","3,100",1970,1,C0,0,4/5/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9230,51,C0,3,0,3,"3,448","2,764",1975,1,C0,"1,425,000",11/14/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9231,143,C0,3,0,3,"2,530","3,630",1970,1,C0,0,3/4/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9235,27,C0,3,0,3,"2,311","3,325",1970,1,C0,0,6/1/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9238,23,C0,3,0,3,"3,700","3,441",1920,1,C0,0,1/4/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9241,511,C0,3,0,3,"3,318","2,836",1970,1,C0,10,2/5/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9249,94,C0,3,0,3,"2,700","3,078",2003,1,C0,"1,325,000",1/11/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9261,49,C0,3,0,3,"2,880","3,120",2002,1,C0,0,11/7/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9270,35,C0,3,0,3,"2,958","2,167",1930,1,C0,"1,385,000",1/27/2023
KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9622,45,C0,3,0,3,"4,000","3,129",1920,1,C0,"1,255,000",4/27/2023
KEW GARDENS,05 TAX CLASS 1 VACANT LAND,1B,9270,115,V0,0,0,0,135,0,,1,V0,0,8/7/2023
KEW GARDENS,07 RENTALS - WALKUP APARTMENTS,2A,3338,67,C3,4,0,4,"2,658","4,020",1935,2,C3,0,9/6/2023
KEW GARDENS,07 RENTALS - WALKUP APARTMENTS,2A,9230,40,C3,4,0,4,"2,650","3,562",1970,2,C3,0,5/16/2023
KEW GARDENS,09 COOPS - WALKUP APARTMENTS,2,3331,7,C6,,,,,,1926,2,C6,"280,000",4/5/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"235,000",12/7/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"325,000",2/6/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"317,000",12/20/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"370,000",4/26/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"515,000",7/11/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"375,000",3/22/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"337,500",8/11/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"227,575",10/17/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"315,000",6/15/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"280,000",5/23/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,0,10/18/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"520,000",7/19/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"507,500",4/5/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"427,500",1/31/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"300,000",10/20/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"295,000",5/11/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"500,000",8/4/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"362,500",12/11/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"390,000",7/7/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"390,000",12/14/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,"430,000",10/19/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3312,8,D4,,,,,,1935,2,D4,0,6/28/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,43,D4,,,,,,1960,2,D4,"170,000",12/13/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,43,D4,,,,,,1960,2,D4,"320,000",2/24/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,43,D4,,,,,,1960,2,D4,"200,000",10/11/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,43,D4,,,,,,1960,2,D4,"170,000",6/30/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,43,D4,,,,,,1960,2,D4,"245,000",4/14/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,43,D4,,,,,,1960,2,D4,"200,000",3/15/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,43,D4,,,,,,1960,2,D4,0,5/24/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,63,D4,,,,,,1931,2,D4,"355,000",2/3/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,63,D4,,,,,,1931,2,D4,"265,668",6/1/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3321,100,D4,,,,,,1939,2,D4,"165,000",10/25/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,24,D4,,,,,,1954,2,D4,"195,000",4/7/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,24,D4,,,,,,1954,2,D4,"340,000",5/2/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,24,D4,,,,,,1954,2,D4,"350,000",12/5/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,24,D4,,,,,,1954,2,D4,"295,000",10/27/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,"220,000",11/9/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,"192,500",1/10/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,"220,000",11/15/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,"243,000",5/9/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,0,11/2/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,"280,000",11/2/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,"345,000",1/31/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,"370,000",6/7/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,123,D4,,,,,,1932,2,D4,"239,000",9/19/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,135,D4,,,,,,1942,2,D4,"405,000",2/27/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,135,D4,,,,,,1942,2,D4,"222,000",8/15/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,135,D4,,,,,,1942,2,D4,"239,000",9/27/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,156,D4,,,,,,1954,2,D4,"345,000",10/19/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,156,D4,,,,,,1954,2,D4,"350,000",6/2/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,156,D4,,,,,,1954,2,D4,"365,000",10/25/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3322,156,D4,,,,,,1954,2,D4,"340,000",7/6/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3323,1,D4,,,,,,1925,2,D4,"215,000",1/5/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3323,1,D4,,,,,,1925,2,D4,"187,500",3/13/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3323,1,D4,,,,,,1925,2,D4,"207,000",9/29/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3323,1,D4,,,,,,1925,2,D4,"712,775",6/23/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3329,4,D4,,,,,,1939,2,D4,"340,000",12/21/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3333,16,D4,,,,,,1941,2,D4,"440,000",4/10/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3333,16,D4,,,,,,1941,2,D4,"260,000",5/16/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3333,16,D4,,,,,,1941,2,D4,"257,500",2/14/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3333,16,D4,,,,,,1941,2,D4,"410,000",8/28/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3333,16,D4,,,,,,1941,2,D4,"210,000",1/19/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3333,16,D4,,,,,,1941,2,D4,"365,000",1/10/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3333,16,D4,,,,,,1941,2,D4,"205,000",2/27/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3335,23,D4,,,,,,1974,2,D4,"168,000",7/24/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3335,23,D4,,,,,,1974,2,D4,"235,000",3/24/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3335,23,D4,,,,,,1974,2,D4,"255,000",12/11/2023
KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,3335,23,D4,,,,,,1974,2,D4,"225,000",11/20/2023
